Customer Id,Customer_Name,Customer Segment,Total_Sales,Total_Profit,Order_Count,Cluster,Customer_Value_Tier
1418,Ann King,Corporate,2629.78,804.99,12,2,Tier 1: Champions (High Value)
1419,Mary Black,Home Office,2689.57,561.29,14,3,Tier 2: Core Accounts (Stable Value)
1420,Elizabeth Smith,Home Office,3179.7400000000002,-107.12000000000003,11,0,Tier 4: Value Eroding / High Risk
1421,Karen Farmer,Consumer,1649.88,295.46000000000004,8,3,Tier 2: Core Accounts (Stable Value)
1422,Edward Smith,Consumer,929.9100000000001,-5.389999999999986,4,1,Tier 3: Low Margin/Volume Drivers
1423,Mary Day,Consumer,2889.7400000000002,390.34,13,3,Tier 2: Core Accounts (Stable Value)
1424,James Smith,Consumer,2849.76,328.37,14,3,Tier 2: Core Accounts (Stable Value)
1425,Christina Harvey,Consumer,2667.69,775.08,13,3,Tier 2: Core Accounts (Stable Value)
1426,Mary Conner,Consumer,5059.67,304.40999999999997,21,2,Tier 1: Champions (High Value)
1427,Eric Smith,Consumer,909.9300000000001,345.1,4,1,Tier 3: Low Margin/Volume Drivers
1428,Mary Clark,Consumer,3883.67,-3868.5599999999995,13,0,Tier 4: Value Eroding / High Risk
1429,Pamela Murphy,Home Office,2383.7,69.00999999999999,14,3,Tier 2: Core Accounts (Stable Value)
1430,Henry Smith,Home Office,4724.610000000001,-434.29999999999995,21,0,Tier 4: Value Eroding / High Risk
1431,Mary Barrera,Home Office,1809.78,475.81,9,3,Tier 2: Core Accounts (Stable Value)
1432,Nathan Smith,Home Office,1839.87,418.27,8,3,Tier 2: Core Accounts (Stable Value)
1433,Mary Turner,Home Office,3519.6800000000003,858.6,16,2,Tier 1: Champions (High Value)
1434,Denise Smith,Home Office,1425.8600000000001,351.52,10,3,Tier 2: Core Accounts (Stable Value)
1435,Mary Wright,Corporate,2019.74,367.04,10,3,Tier 2: Core Accounts (Stable Value)
1436,Sarah Smith,Consumer,3219.76,131.78999999999996,13,3,Tier 2: Core Accounts (Stable Value)
1437,Mary Watson,Consumer,1719.8400000000001,597.9100000000001,9,3,Tier 2: Core Accounts (Stable Value)
1438,Jason Smith,Consumer,3304.62,207.19,19,3,Tier 2: Core Accounts (Stable Value)
1439,Mary Clark,Consumer,699.96,-452.32,4,1,Tier 3: Low Margin/Volume Drivers
1440,Kathleen Watson,Consumer,821.86,-327.39000000000004,6,1,Tier 3: Low Margin/Volume Drivers
1441,Mary Chapman,Corporate,1339.9,198.41,5,1,Tier 3: Low Margin/Volume Drivers
1442,Anna Smith,Corporate,749.9200000000001,30.619999999999997,4,1,Tier 3: Low Margin/Volume Drivers
1443,Denise Cohen,Consumer,8150.13,1383.8000000000002,43,2,Tier 1: Champions (High Value)
1444,Mary Smith,Corporate,2043.79,381.61,12,3,Tier 2: Core Accounts (Stable Value)
1445,Linda Ortiz,Consumer,5008.53,-66.8,26,0,Tier 4: Value Eroding / High Risk
1446,Carolyn Alexander,Consumer,2679.66,-188.57999999999996,14,0,Tier 4: Value Eroding / High Risk
1447,Grace Smith,Consumer,1929.8400000000001,-667.8100000000001,7,0,Tier 4: Value Eroding / High Risk
1448,Mary Murray,Consumer,4809.25,-383.25,26,0,Tier 4: Value Eroding / High Risk
1449,James Smith,Consumer,1509.8400000000001,225.21,6,3,Tier 2: Core Accounts (Stable Value)
1450,Russell Cameron,Consumer,2189.68,-476.7,11,0,Tier 4: Value Eroding / High Risk
1451,Mary Harding,Home Office,3924.33,813.94,22,2,Tier 1: Champions (High Value)
1452,Jennifer Smith,Home Office,2629.78,661.87,8,3,Tier 2: Core Accounts (Stable Value)
1453,Deborah Bauer,Consumer,1989.77,297.23,11,3,Tier 2: Core Accounts (Stable Value)
1454,Grace Smith,Consumer,1601.76,319.52,10,3,Tier 2: Core Accounts (Stable Value)
1455,Mary Gutierrez,Consumer,1529.8600000000001,64.86000000000001,7,1,Tier 3: Low Margin/Volume Drivers
1456,Mark Stein,Consumer,1437.8200000000002,83.19000000000001,8,1,Tier 3: Low Margin/Volume Drivers
1457,Edward Smith,Consumer,1919.75,204.73000000000002,12,3,Tier 2: Core Accounts (Stable Value)
1458,Nicholas Phelps,Consumer,399.98,-68.76,1,1,Tier 3: Low Margin/Volume Drivers
1459,Mary Smith,Consumer,1879.7800000000002,293.16999999999996,11,3,Tier 2: Core Accounts (Stable Value)
1460,George Williams,Consumer,3456.62,156.3,18,3,Tier 2: Core Accounts (Stable Value)
1461,Mary Webb,Consumer,1799.7800000000002,359.66,9,3,Tier 2: Core Accounts (Stable Value)
1462,Patricia Bartlett,Consumer,1264.73,370.5,6,3,Tier 2: Core Accounts (Stable Value)
1463,Mark Smith,Consumer,1063.73,257.33,7,1,Tier 3: Low Margin/Volume Drivers
1464,Amber Dixon,Consumer,6119.49,745.0999999999999,29,2,Tier 1: Champions (High Value)
1465,Mary Smith,Consumer,2449.76,-397.25,11,0,Tier 4: Value Eroding / High Risk
1466,Stephen Cole,Consumer,4889.49,1217.6,23,2,Tier 1: Champions (High Value)
1467,Mary Bradley,Consumer,1209.94,160.63,7,1,Tier 3: Low Margin/Volume Drivers
1468,Robert Smith,Consumer,3529.63,211.04999999999998,17,3,Tier 2: Core Accounts (Stable Value)
1470,Ann Smith,Home Office,2065.73,658.95,11,3,Tier 2: Core Accounts (Stable Value)
1471,Lori Riley,Consumer,2289.78,-225.72000000000003,11,0,Tier 4: Value Eroding / High Risk
1472,Mary Smith,Consumer,1309.8400000000001,-147.94000000000003,9,1,Tier 3: Low Margin/Volume Drivers
1473,Anthony Young,Consumer,3669.53,-1115.14,15,0,Tier 4: Value Eroding / High Risk
1474,Mark Fritz,Consumer,1439.82,333.13,11,3,Tier 2: Core Accounts (Stable Value)
1475,Mary Smith,Corporate,3154.6800000000003,875.04,17,2,Tier 1: Champions (High Value)
1476,Eugene Bray,Home Office,129.99,41.82,1,1,Tier 3: Low Margin/Volume Drivers
1477,Mary Smith,Home Office,2129.65,55.58999999999998,11,3,Tier 2: Core Accounts (Stable Value)
1478,Anna Sanchez,Corporate,4734.4400000000005,839.66,21,2,Tier 1: Champions (High Value)
1479,Mary Brennan,Consumer,1629.8400000000001,209.64999999999998,8,3,Tier 2: Core Accounts (Stable Value)
1480,Jacob Ayers,Consumer,3154.84,559.84,14,3,Tier 2: Core Accounts (Stable Value)
1482,Mary Greene,Consumer,1869.8000000000002,136.56,9,3,Tier 2: Core Accounts (Stable Value)
1483,Olivia Smith,Consumer,1779.82,429.3,8,3,Tier 2: Core Accounts (Stable Value)
1484,Mary Hawkins,Corporate,2239.64,257.99,12,3,Tier 2: Core Accounts (Stable Value)
1485,Tiffany Smith,Home Office,3259.7000000000003,-811.5,17,0,Tier 4: Value Eroding / High Risk
1486,Mary Valentine,Consumer,1529.81,403.90999999999997,6,3,Tier 2: Core Accounts (Stable Value)
1487,Shawn Smith,Consumer,749.9,268.92,6,1,Tier 3: Low Margin/Volume Drivers
1488,Mary Hubbard,Consumer,3217.63,936.25,14,2,Tier 1: Champions (High Value)
1489,Robert Smith,Consumer,3840.53,787.14,19,2,Tier 1: Champions (High Value)
1490,David Gregory,Consumer,3676.59,904.1999999999999,20,2,Tier 1: Champions (High Value)
1491,Joyce Smith,Consumer,1512.83,367.06,8,3,Tier 2: Core Accounts (Stable Value)
1492,Gerald Patel,Consumer,7627.150000000001,1272.63,38,2,Tier 1: Champions (High Value)
1493,Mary Smith,Consumer,4508.55,1076.58,21,2,Tier 1: Champions (High Value)
1494,Rebecca Ortiz,Consumer,4971.55,1319.79,26,2,Tier 1: Champions (High Value)
1495,Mary Smith,Consumer,2425.71,568.23,11,3,Tier 2: Core Accounts (Stable Value)
1496,Frank Davis,Consumer,2819.86,103.35,15,3,Tier 2: Core Accounts (Stable Value)
1497,Judith Richards,Consumer,2409.67,564.4499999999999,10,3,Tier 2: Core Accounts (Stable Value)
1498,Peter Bray,Consumer,5169.610000000001,464.55,24,2,Tier 1: Champions (High Value)
1499,Mary Smith,Consumer,2579.69,-186.08999999999997,15,0,Tier 4: Value Eroding / High Risk
1500,Carol Wilcox,Consumer,3239.65,120.33999999999999,14,3,Tier 2: Core Accounts (Stable Value)
1501,Mary Smith,Consumer,2229.7200000000003,586.56,13,3,Tier 2: Core Accounts (Stable Value)
1502,Alan Santos,Consumer,3599.55,908.22,17,2,Tier 1: Champions (High Value)
1503,Mary Garner,Consumer,5839.46,-89.85000000000001,25,0,Tier 4: Value Eroding / High Risk
1505,Mary Smith,Corporate,4914.32,515.84,23,2,Tier 1: Champions (High Value)
1506,Melissa Griffith,Consumer,1809.76,-33.70000000000002,10,1,Tier 3: Low Margin/Volume Drivers
1507,Mary Smith,Consumer,2193.77,102.04,12,3,Tier 2: Core Accounts (Stable Value)
1508,David Lyons,Consumer,2029.65,-111.77,12,0,Tier 4: Value Eroding / High Risk
1509,Patricia Petersen,Consumer,439.88,33.519999999999996,4,1,Tier 3: Low Margin/Volume Drivers
1510,Mary Smith,Consumer,1771.8300000000002,139.94,11,3,Tier 2: Core Accounts (Stable Value)
1511,Julia Stewart,Consumer,3389.58,717.6700000000001,18,2,Tier 1: Champions (High Value)
1512,Mary Rowe,Corporate,5614.42,1300.74,30,2,Tier 1: Champions (High Value)
1513,Karen Smith,Corporate,3317.51,799.99,18,2,Tier 1: Champions (High Value)
1514,Christine Taylor,Consumer,2849.7200000000003,-350.77000000000004,14,0,Tier 4: Value Eroding / High Risk
1515,Crystal Peters,Consumer,3174.4700000000003,510.51,17,3,Tier 2: Core Accounts (Stable Value)
1516,Mary Smith,Consumer,2451.76,-414.36,13,0,Tier 4: Value Eroding / High Risk
1517,James Brown,Consumer,2699.6,129.94,14,3,Tier 2: Core Accounts (Stable Value)
1518,Jessica Smith,Consumer,3735.54,-1861.4599999999998,18,0,Tier 4: Value Eroding / High Risk
1519,Deborah Sharp,Consumer,2029.88,472.57,7,3,Tier 2: Core Accounts (Stable Value)
1520,Mary Burch,Consumer,1209.91,328.81,5,3,Tier 2: Core Accounts (Stable Value)
1521,Christopher Smith,Corporate,3889.56,1102.12,19,2,Tier 1: Champions (High Value)
1522,Mary Yates,Corporate,3649.57,782.25,17,2,Tier 1: Champions (High Value)
1523,Daniel Smith,Corporate,2779.65,264.39,16,3,Tier 2: Core Accounts (Stable Value)
1524,Nathan Walker,Consumer,3219.54,283.38,18,3,Tier 2: Core Accounts (Stable Value)
1525,Ralph Washington,Corporate,1189.76,312.12,8,3,Tier 2: Core Accounts (Stable Value)
1526,Mary Smith,Consumer,879.9200000000001,31.429999999999993,5,1,Tier 3: Low Margin/Volume Drivers
1527,Mary Fernandez,Consumer,2829.7200000000003,743.1099999999999,13,2,Tier 1: Champions (High Value)
1528,Anthony Smith,Consumer,3007.66,804.55,14,2,Tier 1: Champions (High Value)
1529,Mary Foster,Consumer,1769.79,-877.5400000000001,8,0,Tier 4: Value Eroding / High Risk
1530,David Smith,Consumer,1959.72,618.73,8,3,Tier 2: Core Accounts (Stable Value)
1531,Scott Johnson,Consumer,499.97,160.76,2,1,Tier 3: Low Margin/Volume Drivers
1532,Mary Bailey,Consumer,4889.4800000000005,533.64,23,2,Tier 1: Champions (High Value)
1533,Linda Kent,Home Office,1869.8700000000001,46.51999999999998,9,3,Tier 2: Core Accounts (Stable Value)
1534,Ronald Smith,Home Office,4067.7000000000003,413.01,20,2,Tier 1: Champions (High Value)
1535,Frank Livingston,Home Office,5843.360000000001,-100.05000000000004,29,0,Tier 4: Value Eroding / High Risk
1536,Mary Smith,Home Office,1449.8600000000001,482.11,6,3,Tier 2: Core Accounts (Stable Value)
1537,Linda Murray,Corporate,6367.28,1525.15,30,2,Tier 1: Champions (High Value)
1538,Mary Smith,Consumer,1949.8400000000001,219.13,9,3,Tier 2: Core Accounts (Stable Value)
1539,Sarah Chase,Corporate,1574.8700000000001,-123.61,10,1,Tier 3: Low Margin/Volume Drivers
1540,Mary Mckee,Consumer,6164.5,1160.46,25,2,Tier 1: Champions (High Value)
1541,Victoria Smith,Consumer,2374.73,270.07,12,3,Tier 2: Core Accounts (Stable Value)
1542,Lori Mccarthy,Consumer,4057.42,973.73,19,2,Tier 1: Champions (High Value)
1543,Mary Smith,Consumer,3057.53,146.43,13,3,Tier 2: Core Accounts (Stable Value)
1544,Brittany Marquez,Consumer,5519.45,1137.3,27,2,Tier 1: Champions (High Value)
1545,Mary Smith,Consumer,3442.66,-707.85,16,0,Tier 4: Value Eroding / High Risk
1546,Nicole Carpenter,Consumer,1389.8700000000001,341.27,9,3,Tier 2: Core Accounts (Stable Value)
1547,Henry Smith,Consumer,1409.8,343.24,7,3,Tier 2: Core Accounts (Stable Value)
1548,Mary Rodriguez,Consumer,2059.86,-181.52,10,0,Tier 4: Value Eroding / High Risk
1549,Diane Wiggins,Corporate,2699.73,308.84000000000003,13,3,Tier 2: Core Accounts (Stable Value)
1550,Mary Smith,Corporate,679.86,6.6399999999999935,3,1,Tier 3: Low Margin/Volume Drivers
1551,Eric Collins,Corporate,2589.81,814.5,11,2,Tier 1: Champions (High Value)
1552,Mary Wolfe,Consumer,1499.8500000000001,246.37,6,3,Tier 2: Core Accounts (Stable Value)
1553,Raymond Smith,Consumer,3031.75,370.57,16,3,Tier 2: Core Accounts (Stable Value)
1554,Hannah Nelson,Consumer,3841.63,-255.86,19,0,Tier 4: Value Eroding / High Risk
1555,Adam Smith,Consumer,3944.52,428.94,22,3,Tier 2: Core Accounts (Stable Value)
1556,Mary Smith,Home Office,2439.71,78.92000000000002,13,3,Tier 2: Core Accounts (Stable Value)
1557,Nicole Bolton,Home Office,1049.8400000000001,-44.400000000000006,5,1,Tier 3: Low Margin/Volume Drivers
1558,Mary Smith,Home Office,4794.47,1221.95,26,2,Tier 1: Champions (High Value)
1559,James Conrad,Consumer,1139.9,313.85,5,3,Tier 2: Core Accounts (Stable Value)
1560,Mary Smith,Consumer,3789.59,1027.8,19,2,Tier 1: Champions (High Value)
1561,Harold Johnson,Corporate,4039.53,-1650.41,19,0,Tier 4: Value Eroding / High Risk
1562,Mary Dickerson,Consumer,2569.6800000000003,814.92,15,2,Tier 1: Champions (High Value)
1563,Carolyn Smith,Corporate,4749.36,370.33000000000004,22,2,Tier 1: Champions (High Value)
1564,Mary Davenport,Consumer,3476.46,36.84000000000004,20,3,Tier 2: Core Accounts (Stable Value)
1565,Denise Smith,Consumer,2089.76,621.85,11,3,Tier 2: Core Accounts (Stable Value)
1566,Mary Simon,Consumer,2159.75,684.72,11,3,Tier 2: Core Accounts (Stable Value)
1567,Danielle Smith,Consumer,4769.43,826.34,20,2,Tier 1: Champions (High Value)
1568,Mary Larson,Home Office,2809.69,-638.2900000000001,14,0,Tier 4: Value Eroding / High Risk
1569,Jesse Hutchinson,Home Office,2629.73,21.66000000000001,12,3,Tier 2: Core Accounts (Stable Value)
1570,Mary Smith,Consumer,799.9,231.13,6,1,Tier 3: Low Margin/Volume Drivers
1571,Betty Bishop,Consumer,5559.36,782.0000000000001,27,2,Tier 1: Champions (High Value)
1572,Brandon Smith,Consumer,2779.7400000000002,392.23,11,3,Tier 2: Core Accounts (Stable Value)
1573,Aaron Norman,Consumer,2449.6800000000003,517.97,13,3,Tier 2: Core Accounts (Stable Value)
1574,Mary Smith,Consumer,4279.51,1093.22,21,2,Tier 1: Champions (High Value)
1575,John Greene,Home Office,1934.7,545.8199999999999,8,3,Tier 2: Core Accounts (Stable Value)
1576,Dorothy Melton,Consumer,4909.530000000001,964.3299999999999,20,2,Tier 1: Champions (High Value)
1577,Mary Smith,Home Office,7309.33,1620.48,34,2,Tier 1: Champions (High Value)
1578,Lisa Harper,Consumer,6134.27,654.42,25,2,Tier 1: Champions (High Value)
1579,Larry Smith,Consumer,3007.7,551.46,16,3,Tier 2: Core Accounts (Stable Value)
1580,Kelly Simmons,Consumer,2269.69,196.16000000000003,10,3,Tier 2: Core Accounts (Stable Value)
1581,Mary Smith,Consumer,1141.85,374.17,10,3,Tier 2: Core Accounts (Stable Value)
1582,Carol Merritt,Consumer,3789.67,-268.98,16,0,Tier 4: Value Eroding / High Risk
1583,Sean Smith,Home Office,1585.75,262.73,9,3,Tier 2: Core Accounts (Stable Value)
1584,Mary Hickman,Home Office,2752.69,-53.89999999999996,16,0,Tier 4: Value Eroding / High Risk
1585,James Smith,Consumer,2349.77,631.97,14,3,Tier 2: Core Accounts (Stable Value)
1586,Nancy Williams,Corporate,2579.66,-151.36,11,0,Tier 4: Value Eroding / High Risk
1587,Jose Warner,Corporate,1619.77,80.33999999999997,8,1,Tier 3: Low Margin/Volume Drivers
1588,Mary Smith,Corporate,6594.1900000000005,-669.25,41,0,Tier 4: Value Eroding / High Risk
1589,Matthew Brennan,Corporate,5162.42,1591.03,23,2,Tier 1: Champions (High Value)
1590,Mary Smith,Corporate,2259.82,426.55,10,3,Tier 2: Core Accounts (Stable Value)
1591,Charles Johnson,Corporate,3479.64,331.40999999999997,17,3,Tier 2: Core Accounts (Stable Value)
1592,Margaret White,Consumer,2429.6800000000003,312.9,11,3,Tier 2: Core Accounts (Stable Value)
1593,Nicholas Summers,Consumer,3109.44,608.77,18,3,Tier 2: Core Accounts (Stable Value)
1594,Madison Bernard,Consumer,559.97,-21.889999999999997,4,1,Tier 3: Low Margin/Volume Drivers
1595,Mary Smith,Consumer,3449.4300000000003,828.39,23,2,Tier 1: Champions (High Value)
1596,John Hammond,Consumer,2029.73,19.549999999999972,10,3,Tier 2: Core Accounts (Stable Value)
1597,Megan Smith,Consumer,1859.78,396.99,13,3,Tier 2: Core Accounts (Stable Value)
1598,Mary Green,Consumer,2549.67,396.27,16,3,Tier 2: Core Accounts (Stable Value)
1599,Andrew Smith,Consumer,5975.31,-161.61,27,0,Tier 4: Value Eroding / High Risk
1600,Mary George,Consumer,3905.7200000000003,850.38,20,2,Tier 1: Champions (High Value)
1601,Mark Padilla,Home Office,1589.76,60.059999999999995,8,1,Tier 3: Low Margin/Volume Drivers
1602,Stephen Huang,Home Office,2584.7,59.329999999999984,15,3,Tier 2: Core Accounts (Stable Value)
1603,Mary Smith,Consumer,4104.58,1020.4399999999999,20,2,Tier 1: Champions (High Value)
1604,Brandon Joseph,Home Office,879.87,193.19,5,1,Tier 3: Low Margin/Volume Drivers
1605,Mary Horne,Home Office,3344.67,-301.07,17,0,Tier 4: Value Eroding / High Risk
1606,Brandon Smith,Corporate,3299.5,533.75,15,3,Tier 2: Core Accounts (Stable Value)
1607,Mary Ortiz,Corporate,5503.5,804.2,24,2,Tier 1: Champions (High Value)
1608,Michael Smith,Corporate,3329.65,469.03,18,3,Tier 2: Core Accounts (Stable Value)
1609,Kathy Moore,Corporate,739.9000000000001,169.51999999999998,5,1,Tier 3: Low Margin/Volume Drivers
1610,Mary Le,Corporate,829.95,169.33999999999997,3,1,Tier 3: Low Margin/Volume Drivers
1611,Jennifer Smith,Consumer,3696.56,217.93000000000004,14,3,Tier 2: Core Accounts (Stable Value)
1612,Jeffrey Flores,Consumer,2149.73,-105.18000000000004,9,0,Tier 4: Value Eroding / High Risk
1613,Mary Smith,Consumer,3184.62,-1222.4299999999998,15,0,Tier 4: Value Eroding / High Risk
1614,Christine Haley,Corporate,2375.76,705.64,11,3,Tier 2: Core Accounts (Stable Value)
1615,Mary Smith,Corporate,2763.75,289.15,15,3,Tier 2: Core Accounts (Stable Value)
1616,William Johnson,Corporate,2415.7000000000003,329.45,14,3,Tier 2: Core Accounts (Stable Value)
1617,Melissa Peterson,Corporate,1764.75,342.19,10,3,Tier 2: Core Accounts (Stable Value)
1618,Mary Davidson,Corporate,4299.56,145.37999999999994,23,3,Tier 2: Core Accounts (Stable Value)
1619,Laura Smith,Consumer,5137.45,321.58000000000004,25,2,Tier 1: Champions (High Value)
1620,Stephen Horton,Consumer,3339.6400000000003,161.56,14,3,Tier 2: Core Accounts (Stable Value)
1621,Grace Jefferson,Consumer,2009.7800000000002,206.41999999999996,11,3,Tier 2: Core Accounts (Stable Value)
1622,Mary Smith,Consumer,949.9,134.93,3,1,Tier 3: Low Margin/Volume Drivers
1623,Christopher James,Consumer,1549.78,317.55,7,3,Tier 2: Core Accounts (Stable Value)
1624,Walter Huerta,Consumer,4935.610000000001,8.980000000000018,23,0,Tier 4: Value Eroding / High Risk
1625,Mary Smith,Consumer,2275.64,170.12,15,3,Tier 2: Core Accounts (Stable Value)
1626,Wayne Gomez,Consumer,1564.8600000000001,216.51,9,3,Tier 2: Core Accounts (Stable Value)
1627,Mary Gonzales,Consumer,3885.3500000000004,764.36,20,2,Tier 1: Champions (High Value)
1628,Benjamin Smith,Consumer,3569.61,580.4,15,2,Tier 1: Champions (High Value)
1629,Mary Smith,Consumer,2319.81,393.81999999999994,14,3,Tier 2: Core Accounts (Stable Value)
1630,Jonathan Cabrera,Home Office,3709.7400000000002,541.39,14,2,Tier 1: Champions (High Value)
1631,Mary Sweeney,Consumer,3739.53,834.08,19,2,Tier 1: Champions (High Value)
1632,Deborah Smith,Consumer,3019.78,732.04,14,2,Tier 1: Champions (High Value)
1633,Mary Johnson,Corporate,2024.75,447.84,12,3,Tier 2: Core Accounts (Stable Value)
1634,Jason Riggs,Consumer,3951.63,314.93,17,3,Tier 2: Core Accounts (Stable Value)
1635,Catherine Smith,Consumer,3729.54,-672.8000000000001,16,0,Tier 4: Value Eroding / High Risk
1636,Julie Petersen,Consumer,4629.41,916.87,21,2,Tier 1: Champions (High Value)
1637,Mary Smith,Corporate,1929.8300000000002,446.48,10,3,Tier 2: Core Accounts (Stable Value)
1638,William Reyes,Corporate,1521.8700000000001,238.48,8,3,Tier 2: Core Accounts (Stable Value)
1640,Mary Smith,Corporate,2055.73,275.08,12,3,Tier 2: Core Accounts (Stable Value)
1641,Ruth Cox,Corporate,3799.52,780.42,22,2,Tier 1: Champions (High Value)
1642,Mary Smith,Home Office,599.95,94.51,4,1,Tier 3: Low Margin/Volume Drivers
1643,Mary Carr,Consumer,3378.58,798.09,16,2,Tier 1: Champions (High Value)
1644,Kimberly Smith,Home Office,1714.8,495.48,10,3,Tier 2: Core Accounts (Stable Value)
1645,Mary Rivera,Home Office,1689.8500000000001,200.74,11,3,Tier 2: Core Accounts (Stable Value)
1646,Kenneth Myers,Consumer,3498.68,954.12,16,2,Tier 1: Champions (High Value)
1647,Kevin Sims,Consumer,3009.7200000000003,347.56,13,3,Tier 2: Core Accounts (Stable Value)
1648,Joan Ingram,Corporate,1199.89,63.879999999999995,8,1,Tier 3: Low Margin/Volume Drivers
1649,Amber Smith,Consumer,2049.64,-27.520000000000053,11,1,Tier 3: Low Margin/Volume Drivers
1650,Mary Bennett,Corporate,4059.6,-165.63000000000005,18,0,Tier 4: Value Eroding / High Risk
1651,Stephanie Smith,Corporate,4218.31,1030.17,27,2,Tier 1: Champions (High Value)
1652,Mary Hines,Corporate,1699.8600000000001,242.88,6,3,Tier 2: Core Accounts (Stable Value)
1653,Brian Gates,Corporate,3007.59,453.98,17,3,Tier 2: Core Accounts (Stable Value)
1654,Mary Smith,Corporate,2959.46,746.37,15,2,Tier 1: Champions (High Value)
1655,Arthur Hunter,Home Office,539.9100000000001,116.2,4,1,Tier 3: Low Margin/Volume Drivers
1656,Mary Smith,Consumer,3849.38,504.59000000000003,21,2,Tier 1: Champions (High Value)
1657,Betty Phillips,Consumer,9223.71,2196.92,42,2,Tier 1: Champions (High Value)
1658,Dylan Conner,Consumer,5729.42,221.57999999999998,25,2,Tier 1: Champions (High Value)
1659,Mary Smith,Consumer,2949.7,570.76,12,3,Tier 2: Core Accounts (Stable Value)
1660,Danielle Price,Corporate,2184.83,-123.73000000000002,11,0,Tier 4: Value Eroding / High Risk
1661,Mary Austin,Corporate,1399.8600000000001,201.93,6,1,Tier 3: Low Margin/Volume Drivers
1662,George Smith,Corporate,3679.4700000000003,605.4,16,2,Tier 1: Champions (High Value)
1663,Raymond Adams,Consumer,2444.7400000000002,232.06,12,3,Tier 2: Core Accounts (Stable Value)
1664,Mary Arnold,Corporate,6044.46,227.62,30,2,Tier 1: Champions (High Value)
1665,Barbara Smith,Consumer,259.98,89.46000000000001,2,1,Tier 3: Low Margin/Volume Drivers
1666,Margaret Sullivan,Consumer,1577.87,496.82,6,3,Tier 2: Core Accounts (Stable Value)
1667,Tammy Cross,Consumer,929.95,-14.680000000000007,4,1,Tier 3: Low Margin/Volume Drivers
1668,Mary Smith,Consumer,663.88,63.050000000000004,3,1,Tier 3: Low Margin/Volume Drivers
1669,Martha Wilkinson,Consumer,449.94,74.55,2,1,Tier 3: Low Margin/Volume Drivers
1670,Keith Callahan,Consumer,4889.49,634.52,21,2,Tier 1: Champions (High Value)
1671,Mary Woodard,Consumer,1169.8400000000001,429.01,8,3,Tier 2: Core Accounts (Stable Value)
1672,Emily Haley,Home Office,2589.57,-123.88999999999999,16,0,Tier 4: Value Eroding / High Risk
1673,Mary Smith,Home Office,1374.93,392.79,6,3,Tier 2: Core Accounts (Stable Value)
1674,Jennifer Brown,Home Office,1773.74,310.08,11,3,Tier 2: Core Accounts (Stable Value)
1675,Mary Moore,Home Office,1559.75,400.02,11,3,Tier 2: Core Accounts (Stable Value)
1676,Dorothy Singh,Home Office,1569.76,-244.05000000000004,7,0,Tier 4: Value Eroding / High Risk
1677,Virginia Robles,Home Office,4269.63,250.23000000000002,20,3,Tier 2: Core Accounts (Stable Value)
1678,Mary Stephenson,Home Office,1459.91,307.92,5,3,Tier 2: Core Accounts (Stable Value)
1679,Maria Smith,Consumer,2054.89,-204.49,13,0,Tier 4: Value Eroding / High Risk
1680,Mary Santiago,Consumer,2785.49,710.97,16,3,Tier 2: Core Accounts (Stable Value)
1681,Cynthia Smith,Consumer,1724.77,390.78,10,3,Tier 2: Core Accounts (Stable Value)
1682,Mary Hall,Corporate,3019.7000000000003,128.95,16,3,Tier 2: Core Accounts (Stable Value)
1683,Christopher Sloan,Home Office,919.9200000000001,293.64,5,1,Tier 3: Low Margin/Volume Drivers
1684,Anna Smith,Home Office,2619.79,187.89999999999998,15,3,Tier 2: Core Accounts (Stable Value)
1685,Cheryl Buchanan,Consumer,5109.400000000001,803.35,21,2,Tier 1: Champions (High Value)
1686,Mary Smith,Home Office,2617.68,79.69,15,3,Tier 2: Core Accounts (Stable Value)
1687,Jerry Ellis,Home Office,2137.7200000000003,218.9,13,3,Tier 2: Core Accounts (Stable Value)
1688,Mary Blake,Home Office,5111.41,1111.71,30,2,Tier 1: Champions (High Value)
1689,Thomas Smith,Consumer,3505.34,-286.84000000000003,18,0,Tier 4: Value Eroding / High Risk
1690,Elizabeth Holt,Consumer,1729.8400000000001,8.76999999999998,9,1,Tier 3: Low Margin/Volume Drivers
1691,Kimberly Smith,Corporate,1949.78,-289.4,9,0,Tier 4: Value Eroding / High Risk
1692,Rachel Haas,Corporate,2499.7200000000003,588.44,11,3,Tier 2: Core Accounts (Stable Value)
1693,Joe Smith,Corporate,2809.7,-100.92000000000002,13,0,Tier 4: Value Eroding / High Risk
1694,Mary Thompson,Corporate,699.86,244.35999999999999,5,1,Tier 3: Low Margin/Volume Drivers
1695,Amanda Marquez,Corporate,7169.26,985.64,31,2,Tier 1: Champions (High Value)
1696,Mary Smith,Corporate,2389.73,-355.27000000000004,12,0,Tier 4: Value Eroding / High Risk
1697,Robert Stanley,Corporate,989.87,303.79999999999995,5,1,Tier 3: Low Margin/Volume Drivers
1698,Susan Smith,Home Office,2449.73,507.33,12,3,Tier 2: Core Accounts (Stable Value)
1699,Mary Webb,Home Office,1889.91,449.42,10,3,Tier 2: Core Accounts (Stable Value)
1700,Ronald Mills,Corporate,2199.73,744.91,8,3,Tier 2: Core Accounts (Stable Value)
1701,Aaron Sharp,Consumer,3674.67,504.86,16,3,Tier 2: Core Accounts (Stable Value)
